ip,app,device,os,channel,hour,day,target
34292,9,1,35,215,23,6,0
45184,9,1,14,215,18,6,0
122583,20,1,22,259,23,6,0
148688,12,1,16,178,18,6,0
178851,2,1,18,205,20,6,0
66015,2,1,18,477,0,7,0
191846,1,1,1,134,23,6,0
32563,1,2,65,125,18,6,0
6773,9,2,19,215,23,6,0
91694,12,1,14,178,16,6,0
36213,2,1,19,205,20,6,0
2782,20,1,12,259,16,6,0
19180,9,1,19,215,23,6,0
118727,9,1,19,232,0,7,0
97773,24,1,13,178,17,6,0
66985,18,1,17,107,19,6,0
83819,45,1,10,411,16,6,0
26569,3,2,9,280,16,6,0
25588,2,1,13,205,17,6,0
163047,3,1,20,409,23,6,0
99613,25,1,18,259,22,6,0
23687,3,1,17,280,0,7,0
103760,2,1,19,219,0,7,0
89355,21,1,17,128,0,7,0
9579,12,1,17,265,22,6,0
103022,17,1,30,134,16,6,0
188972,12,1,19,140,16,6,0
125953,1,1,17,134,18,6,0
14236,2,1,10,435,22,6,0
29290,13,2,11,400,17,6,0
170017,8,1,13,145,19,6,0
38719,12,1,10,259,22,6,0
26995,25,1,47,259,16,6,0
131012,1,1,22,153,23,6,0
188773,12,1,13,145,17,6,0
121091,12,1,18,140,0,7,0
93542,14,1,8,463,20,6,0
87618,17,1,17,280,16,6,0
11902,2,1,15,219,23,6,0
86754,9,1,8,334,16,6,0
190024,3,1,19,409,16,6,0
108942,25,1,6,259,16,6,0
43426,18,1,19,134,23,6,0
83090,21,1,19,128,20,6,0
20060,13,1,30,477,16,6,0
135911,5,1,13,377,22,6,0
119262,2,1,19,435,22,6,0
49651,1,1,11,134,23,6,0
76788,15,1,19,245,23,6,0
141266,3,1,18,466,23,6,0
106493,15,1,15,245,19,6,0
150059,15,1,19,153,21,6,0
78856,1,1,19,134,17,6,0
114888,15,1,13,245,17,6,0
67535,11,1,19,487,17,6,0
150644,12,1,19,328,0,7,0
110266,17,1,13,280,17,6,0
172055,14,1,13,463,22,6,0
178262,12,1,1,122,17,6,0
113600,1,1,53,135,23,6,0
48224,64,1,17,459,22,6,0
135862,18,1,20,121,16,6,0
102670,14,1,10,349,23,6,0
100275,64,1,10,459,16,6,0
36213,17,1,13,280,23,6,0
101626,15,1,18,412,23,6,0
32788,15,1,22,245,16,6,0
105587,9,1,13,234,17,6,0
137098,25,1,19,259,16,6,0
10385,1,1,6,134,18,6,0
123729,14,1,12,489,16,6,0
48384,18,1,19,134,22,6,0
108810,14,2,32,467,0,7,0
71610,3,1,9,489,16,6,0
81643,15,1,25,3,16,6,0
195461,26,1,19,266,23,6,0
202479,12,1,1,265,16,6,0
73487,8,1,13,145,0,7,0
111070,3,1,10,489,22,6,0
125385,56,1,16,406,22,6,0
137338,3,1,13,19,23,6,0
67746,11,1,13,481,23,6,0
116373,15,1,3,379,0,7,0
100929,12,1,15,265,0,7,0
38066,18,1,13,121,23,6,0
75011,36,1,6,110,23,6,0
110574,28,1,18,135,16,6,0
117389,2,1,25,477,17,6,0
136438,3,1,19,173,23,6,0
31333,12,1,13,135,16,6,0
100281,2,1,19,122,23,6,0
130818,18,1,19,107,23,6,0
145260,12,1,13,328,18,6,0
116743,14,1,25,439,18,6,0
112022,23,1,19,153,17,6,0
2127,18,1,8,107,16,6,0
50197,12,1,19,245,16,6,0
86419,12,1,13,265,16,6,0
13143,14,1,19,401,22,6,0
44067,9,1,19,215,16,6,0
23478,12,1,19,245,16,6,0
6360,12,2,19,140,18,6,0
31456,6,1,18,125,16,6,0
105560,12,1,17,245,21,6,0
42478,14,1,19,134,23,6,0
47126,3,1,15,489,22,6,0
105485,2,2,49,205,18,6,0
35680,14,1,17,480,22,6,0
167217,2,1,19,477,16,6,0
10967,9,1,13,442,17,6,0
113087,9,1,16,134,22,6,0
23406,12,1,13,140,0,7,0
67586,12,1,19,326,20,6,0
38275,9,1,9,134,22,6,0
5348,1,1,18,135,23,6,0
109137,3,1,19,442,22,6,0
42139,9,1,19,134,22,6,0
18754,21,1,13,128,16,6,0
8297,15,1,13,111,23,6,0
145952,8,2,28,259,16,6,0
115663,8,1,41,145,18,6,0
188929,3,1,17,480,18,6,0
183889,3,1,9,371,23,6,0
57605,2,1,19,435,17,6,0
68930,2,1,18,122,16,6,0
81714,23,1,17,153,19,6,0
42430,12,1,19,481,23,6,0
37948,18,1,16,134,16,6,0
65659,15,1,13,245,22,6,0
89450,12,1,13,245,23,6,0
119517,26,1,19,266,18,6,0
194863,18,3032,607,107,21,6,0
131382,23,1,36,153,23,6,0
3239,12,1,10,245,17,6,0
120669,12,1,13,245,17,6,0
3994,15,1,19,245,16,6,0
45400,1,1,8,377,17,6,0
125004,8,1,13,145,17,6,0
65954,2,1,8,258,17,6,0
45478,3,1,19,115,16,6,0
111213,3,1,10,466,23,6,0
145266,3,1,19,130,22,6,0
81839,20,1,15,259,16,6,0
121806,18,1,22,121,17,6,0
73516,12,1,35,326,21,6,0
210483,15,1,15,245,19,6,0
53373,12,1,18,497,18,6,0
114904,2,1,13,205,22,6,0
195609,20,1,9,259,20,6,0
105125,18,1,47,121,17,6,0
159911,6,1,17,459,19,6,0
56122,9,1,13,442,17,6,0
118315,17,1,22,280,16,6,0
80356,26,1,13,266,16,6,0
8301,15,1,18,3,18,6,0
78484,9,1,17,466,18,6,0
100401,9,1,27,445,17,6,0
83045,20,1,53,259,19,6,0
92712,15,1,25,245,19,6,0
150338,15,1,13,315,23,6,0
43050,3,1,13,489,23,6,0
171843,1,1,9,135,0,7,0
199702,9,1,22,215,0,7,0
120277,12,1,19,205,0,7,0
99754,15,1,19,245,18,6,0
111172,3,1,9,130,22,6,0
70313,11,1,22,122,23,6,0
135806,18,1,22,439,17,6,0
41471,8,1,47,145,20,6,0
115947,2,1,13,237,23,6,0
83541,3,1,13,110,16,6,0
37549,64,1,13,459,16,6,0
9072,15,1,8,245,16,6,0
125222,27,1,16,122,23,6,0
106755,26,1,19,121,23,6,0
41245,3,1,19,205,22,6,0
13128,11,1,13,319,16,6,0
110833,2,1,13,205,17,6,0
57127,2,1,17,258,23,6,0
95766,12,2,19,265,23,6,0
81807,9,1,13,234,19,6,0
44067,6,1,13,125,18,6,0
4529,18,3032,607,107,17,6,0
172522,15,1,25,245,18,6,0
85644,18,1,19,107,22,6,0
5348,29,2,13,343,23,6,0
89456,12,1,13,328,17,6,0
183863,3,1,13,280,16,6,0
91582,18,1,13,107,17,6,0
172250,28,1,15,135,18,6,0
7813,15,1,19,259,23,6,0
203173,2,1,47,219,22,6,0
58493,9,1,20,134,17,6,0
98433,3,1,13,135,16,6,0
2603,3,1,16,417,16,6,0
108881,18,1,19,107,20,6,0
75353,64,1,6,459,17,6,0
118512,9,1,3,215,23,6,0
102374,12,1,13,178,23,6,0
3576,12,1,41,259,21,6,0
91611,15,2,97,245,22,6,0
86767,8,1,13,145,17,6,0
51373,29,1,3,343,22,6,0
64741,12,1,17,178,16,6,0
149279,20,1,19,259,16,6,0
137361,15,1,19,245,22,6,0
110804,12,1,13,178,23,6,0
80170,18,1,18,107,0,7,0
27751,15,1,13,140,23,6,0
72706,18,1,8,439,23,6,0
105560,9,2,13,258,20,6,0
2564,3,1,19,137,16,6,0
27973,2,1,19,435,23,6,0
152845,9,1,17,442,18,6,0
17380,2,1,37,477,16,6,0
209627,160,1,12,457,0,7,0
102065,12,1,13,259,16,6,0
89475,12,1,13,178,16,6,0
44377,12,1,17,328,23,6,0
77233,3,1,34,489,23,6,0
3505,14,1,10,379,17,6,0
146449,9,1,6,445,16,6,0
111247,8,1,15,145,22,6,0
114276,15,1,13,278,16,6,0
58434,151,0,76,347,23,6,0
151908,9,1,13,215,16,6,0
72594,13,1,13,477,16,6,0
103588,8,1,19,145,21,6,0
67734,9,1,13,215,23,6,0
5348,3,1,19,205,21,6,0
122034,19,0,38,347,22,6,0
21830,21,1,19,128,0,7,0
52518,2,1,22,435,23,6,0
14187,14,1,19,480,23,6,0
70335,18,1,25,121,23,6,0
37515,11,1,20,319,0,7,0
174548,1,1,8,134,22,6,0
120709,3,1,13,442,16,6,0
150388,15,1,17,245,16,6,0
52857,9,1,49,334,23,6,0
49652,1,2,18,125,20,6,0
59955,2,1,19,477,21,6,0
95766,12,1,13,245,16,6,0
84564,14,1,13,463,17,6,0
147509,1,1,8,125,22,6,0
173525,15,1,13,245,17,6,0
79881,6,1,19,459,16,6,0
191695,9,1,20,134,0,7,0
89752,12,1,22,178,16,6,0
56139,18,1,13,134,16,6,0
84896,26,1,6,266,19,6,0
114904,21,1,15,128,21,6,0
49383,18,1,19,107,22,6,0
86936,15,1,17,379,23,6,0
65552,3,1,34,173,17,6,0
197177,18,1,14,121,16,6,0
3488,3,1,13,115,17,6,0
83230,21,1,18,128,17,6,0
159402,2,1,17,477,17,6,0
77523,8,1,13,145,0,7,0
84644,9,1,15,334,17,6,0
37565,3,1,18,211,17,6,0
24642,8,1,13,145,16,6,0
38797,9,1,15,334,16,6,0
55938,3,1,19,19,22,6,0
29140,15,1,17,245,16,6,0
70494,8,1,13,145,19,6,0
152714,9,1,19,442,0,7,0
62906,15,1,4,245,22,6,0
29411,12,1,19,178,16,6,0
28037,15,1,19,245,16,6,0
101074,9,1,4,244,16,6,0
131336,150,1,6,110,16,6,0
38456,18,1,10,107,18,6,0
22060,15,1,19,245,21,6,0
81325,8,1,19,140,23,6,0
192660,1,1,19,150,16,6,0
64516,15,1,10,245,23,6,0
112455,23,1,10,153,17,6,0
105560,3,1,8,371,23,6,0
72195,12,1,22,409,22,6,0
48282,15,1,22,245,23,6,0
50191,12,1,19,219,17,6,0
43855,18,1,19,107,16,6,0
156446,11,1,17,325,22,6,0
1840,21,1,20,128,16,6,0
204983,2,1,19,469,0,7,0
59470,2,1,18,469,23,6,0
211408,3,1,28,280,17,6,0
193406,27,1,22,122,23,6,0
17130,8,1,10,145,0,7,0
6996,12,1,22,205,23,6,0
42343,3,1,18,135,16,6,0
73487,15,1,13,430,22,6,0
107569,14,1,14,134,0,7,0
55149,13,1,13,400,22,6,0
179929,74,1,13,21,18,6,0
17380,14,1,14,439,16,6,0
118648,64,1,19,459,22,6,0
174548,9,1,35,134,19,6,0
11408,26,1,19,266,23,6,0
166410,2,1,36,219,16,6,0
125292,3,1,41,173,23,6,0
162654,15,1,18,386,23,6,0
9874,12,1,25,265,0,7,0
105416,15,1,13,315,19,6,0
32432,15,1,16,245,16,6,0
124985,2,1,16,205,21,6,0
180072,13,1,19,477,22,6,0
6620,2,1,1,219,0,7,0
41641,21,1,49,128,21,6,0
8482,2,1,22,219,23,6,0
55996,18,1,28,134,18,6,0
201286,24,1,53,105,22,6,0
86767,2,1,18,435,19,6,0
197584,18,1,36,107,17,6,0
131178,2,1,18,219,23,6,0
162175,26,1,6,266,20,6,0
172757,15,1,19,265,17,6,0
49938,18,1,3,121,18,6,0
189597,15,1,17,111,18,6,0
195165,3,1,13,130,16,6,0
169081,14,1,19,401,0,7,0
100275,1,1,17,134,21,6,0
144310,23,1,13,153,16,6,0
31784,12,1,13,178,16,6,0
81753,9,1,17,232,17,6,0
106380,9,1,32,334,22,6,0
5348,3,1,13,130,23,6,0
56319,2,1,19,377,23,6,0
14782,2,1,18,205,17,6,0
74018,18,1,14,107,23,6,0
43984,15,1,40,245,16,6,0
67628,6,1,13,125,23,6,0
33928,18,1,1,107,0,7,0
125592,1,1,19,452,22,6,0
207368,9,1,13,134,21,6,0
14877,12,1,20,497,19,6,0
93523,2,1,27,477,17,6,0
53453,15,1,3,245,22,6,0
92766,8,1,13,140,22,6,0
47411,15,1,22,140,22,6,0
184996,24,2,13,105,22,6,0
54647,12,1,13,259,18,6,0
80919,8,1,17,259,16,6,0
191846,3,1,66,489,16,6,0
17149,18,1,19,121,16,6,0
118349,14,1,27,463,21,6,0
18593,12,1,13,245,23,6,0
111142,18,1,13,107,16,6,0
191478,1,1,13,134,16,6,0
94013,9,1,28,442,0,7,0
119347,9,1,6,334,0,7,0
169912,9,1,13,234,17,6,0
35862,6,1,13,125,18,6,0
67494,3,1,13,452,23,6,0
44036,3,1,19,489,0,7,0
9234,12,1,13,245,18,6,0
87073,21,1,13,128,17,6,0
4497,18,1,13,439,23,6,0
25084,14,1,18,401,23,6,0
176758,12,1,17,205,16,6,0
37813,12,1,13,481,23,6,0
52353,15,1,9,386,22,6,0
41392,18,1,19,134,23,6,0
103224,32,1,6,376,16,6,0
83366,21,1,13,128,16,6,0
14782,2,2,19,205,19,6,0
73713,14,1,13,489,23,6,0
71786,12,1,9,178,16,6,0
172465,3,1,16,452,19,6,0
165465,26,1,20,121,22,6,0
56400,3,1,13,371,0,7,0
108913,15,1,25,3,23,6,0
59411,10,1,19,113,23,6,0
186822,11,1,1,319,16,6,0
2810,9,1,49,215,21,6,0
120662,15,1,13,315,23,6,0
95820,3,1,3,153,16,6,0
20309,18,1,13,121,22,6,0
95984,14,1,41,379,22,6,0
39123,1,1,17,178,22,6,0
175837,14,1,2,463,22,6,0
80432,18,1,10,107,22,6,0
100929,2,1,6,236,19,6,0
70386,15,1,19,245,19,6,0
203012,15,1,13,245,16,6,0
44744,18,1,22,107,17,6,0
120419,9,1,19,215,20,6,0
81501,12,1,13,245,16,6,0
81629,15,1,15,245,16,6,0
142571,9,1,25,134,22,6,0
52628,15,1,28,278,23,6,0
29453,12,1,13,178,22,6,0
49462,3,1,3,417,16,6,0
15901,9,1,18,215,23,6,0
53976,3,1,19,489,22,6,0
107091,1,1,19,452,22,6,0
72091,15,1,10,140,0,7,0
26824,15,1,48,245,16,6,0
68888,18,1,17,134,19,6,0
172247,8,1,53,140,18,6,0
52094,3,1,18,115,16,6,0
18788,28,1,19,135,16,6,0
30564,15,2,19,140,23,6,0
195255,3,1,17,135,23,6,0
168983,3,1,25,280,16,6,0
80827,2,1,19,212,16,6,0
139776,13,1,16,469,23,6,0
73263,2,2,19,477,16,6,0
178262,8,1,13,259,17,6,0
16481,18,1,13,439,17,6,0
3882,21,1,19,128,23,6,0
69952,1,1,19,153,17,6,0
151805,8,1,28,145,16,6,0
172564,9,1,15,134,16,6,0
44067,15,1,26,245,22,6,0
8046,64,1,19,459,16,6,0
55819,11,1,18,469,17,6,0
36150,2,1,19,205,16,6,0
128347,14,1,13,379,0,7,0
28228,11,1,13,487,23,6,0
8301,15,2,41,3,18,6,0
125271,12,1,3,497,23,6,0
81725,15,1,15,315,16,6,0
83675,13,1,26,469,16,6,0
8506,2,1,1,237,0,7,0
80446,14,1,13,463,20,6,0
133424,13,1,14,469,16,6,0
59188,3,1,19,115,21,6,0
34104,64,1,15,459,17,6,0
105603,12,1,19,245,23,6,0
86767,9,1,6,244,23,6,0
6209,3,1,19,480,0,7,0
37607,6,1,15,125,23,6,0
153221,3,1,18,115,20,6,0
92519,64,1,19,459,23,6,0
61015,3,1,13,115,23,6,0
84168,2,1,19,122,17,6,0
49297,3,1,25,417,23,6,0
46691,11,1,19,173,22,6,0
45308,12,1,19,178,0,7,0
63932,12,1,16,178,23,6,0
21918,8,1,8,145,23,6,0
114653,2,1,13,122,20,6,0
126356,1,1,4,134,23,6,0
7521,2,1,18,212,21,6,0
44545,15,1,19,245,16,6,0
4543,18,1,19,107,17,6,0
74229,12,2,19,245,17,6,0
116351,2,1,13,452,18,6,0
5314,1,1,13,178,21,6,0
116305,18,1,10,439,23,6,0
100042,12,1,28,245,23,6,0
10875,12,1,25,259,17,6,0
140519,10,1,19,113,22,6,0
9267,3,1,9,466,23,6,0
95003,3,1,15,409,0,7,0
105560,2,1,22,377,18,6,0
89159,18,1,19,121,20,6,0
33888,12,1,19,178,23,6,0
51731,2,1,9,477,17,6,0
48001,14,1,37,379,22,6,0
29412,21,1,19,128,23,6,0
158713,2,1,19,122,0,7,0
105125,1,1,19,134,23,6,0
69770,10,1,17,113,16,6,0
72594,15,1,12,245,20,6,0
45745,3,1,17,409,16,6,0
166592,2,1,13,243,16,6,0
102917,15,1,1,140,23,6,0
168787,1,1,19,439,22,6,0
118440,3,1,22,424,17,6,0
212002,3,1,19,19,16,6,0
147865,8,1,19,145,16,6,0
34387,15,1,13,245,17,6,0
43427,14,1,17,349,19,6,0
192127,3,1,13,115,23,6,0
22498,10,1,13,113,22,6,0
139638,12,1,18,178,0,7,0
36407,18,1,25,107,22,6,0
210881,28,1,13,135,0,7,0
117148,6,1,19,125,16,6,0
103036,18,1,19,107,22,6,0
125190,12,1,12,409,23,6,0
175751,3,1,37,409,21,6,0
198917,8,1,19,145,23,6,0
51068,2,1,3,477,17,6,0
48104,21,1,19,128,23,6,0
41471,24,1,13,105,19,6,0
135992,15,1,13,245,18,6,0
20465,2,2,19,205,18,6,0
60215,21,1,19,128,23,6,0
5348,2,1,13,122,0,7,0
139342,1,1,9,178,18,6,0
33724,12,1,22,19,18,6,0
110697,9,1,19,215,23,6,0
123904,1,1,13,134,19,6,0
193406,12,1,13,326,18,6,0
106493,9,2,19,134,17,6,0
77563,27,1,19,153,0,7,0
206925,11,1,13,325,19,6,0
26160,8,1,19,145,16,6,0
20362,23,1,19,153,0,7,0
4820,1,1,13,377,23,6,0
111025,15,1,1,140,17,6,0
25737,14,1,11,442,16,6,0
85072,15,1,13,245,18,6,0
209663,2,1,17,205,23,6,0
156651,9,1,19,234,16,6,0
97744,8,1,13,145,21,6,0
36213,2,1,19,205,0,7,0
126985,12,1,16,178,23,6,0
99990,3,1,19,19,22,6,0
48495,3,1,19,489,22,6,0
14047,1,1,35,134,22,6,0
114276,15,1,14,245,16,6,0
12971,8,1,17,145,17,6,0
3994,9,1,17,215,16,6,0
208631,2,1,19,469,23,6,0
108858,9,1,27,215,21,6,0
73978,2,1,3,237,23,6,0
187243,15,2,17,245,18,6,0
8499,9,1,17,134,16,6,0
7559,11,1,40,319,16,6,0
56155,2,1,13,477,16,6,0
29347,64,1,20,459,16,6,0
78981,18,1,8,121,16,6,0
105485,2,1,13,205,22,6,0
152212,26,1,36,121,23,6,0
6505,10,1,19,113,17,6,0
166784,8,1,19,145,17,6,0
197048,18,1,13,121,16,6,0
63229,2,1,19,122,23,6,0
118458,2,1,13,469,19,6,0
202954,3,1,11,442,21,6,0
45782,18,1,19,121,23,6,0
49364,8,1,16,145,23,6,0
194966,2,1,17,219,23,6,0
34216,8,1,13,145,16,6,0
5729,23,1,19,153,19,6,0
20817,2,1,1,435,23,6,0
48322,2,1,41,477,16,6,0
63787,18,1,13,121,19,6,0
107968,26,1,13,266,17,6,0
170770,2,1,13,122,23,6,0
174522,18,1,17,107,23,6,0
9072,25,1,32,259,16,6,0
127125,1,1,19,134,16,6,0
67972,3,1,13,452,17,6,0
67247,14,1,19,349,16,6,0
99600,12,1,14,328,22,6,0
58493,3,1,19,137,17,6,0
84414,18,1,13,439,23,6,0
73516,3,1,19,135,23,6,0
85734,8,1,15,145,23,6,0
45745,18,1,13,107,19,6,0
137774,15,1,19,245,23,6,0
67636,18,1,13,121,22,6,0
18834,5,1,19,377,19,6,0
25553,20,1,19,259,22,6,0
81896,12,1,13,145,16,6,0
16297,15,1,19,140,16,6,0
117045,15,1,13,245,16,6,0
205810,18,1,13,121,23,6,0
81428,8,1,8,145,16,6,0
67582,14,1,13,349,23,6,0
204658,12,1,19,205,23,6,0
26490,15,1,13,480,18,6,0
32453,24,1,13,105,17,6,0
119558,15,1,19,245,16,6,0
103106,14,1,19,379,17,6,0
103051,8,1,19,145,19,6,0
95982,18,1,25,121,19,6,0
53765,26,1,18,121,23,6,0
77266,3,1,13,371,0,7,0
199163,8,1,17,145,22,6,0
50966,2,1,19,237,23,6,0
137239,9,1,17,258,18,6,0
107569,11,1,13,219,22,6,0
122495,2,1,13,219,0,7,0
175102,12,1,20,245,19,6,0
65501,1,1,10,439,16,6,0
155158,9,1,19,134,0,7,0
6689,9,1,19,134,22,6,0
22385,12,1,13,245,17,6,0
53874,20,1,3,478,23,6,0
49858,18,1,22,439,23,6,0
6481,1,1,18,124,19,6,0
38111,15,1,25,140,16,6,0
118098,8,1,25,145,23,6,0
99226,2,1,40,469,23,6,0
44536,15,1,19,3,21,6,0
100393,3,2,11,135,17,6,0
174852,3,1,19,379,22,6,0
186912,3,1,12,115,20,6,0
46108,14,1,6,401,16,6,0
159702,2,1,37,364,19,6,0
101250,3,1,25,466,18,6,0
83576,23,1,13,153,19,6,0
45875,2,1,25,477,17,6,0
119434,2,1,18,237,23,6,0
89266,2,1,56,477,16,6,0
51992,12,1,19,259,16,6,0
127525,9,1,19,134,18,6,0
62561,32,1,19,376,16,6,0
94042,3,1,8,135,22,6,0
105569,2,1,22,205,18,6,0
200713,14,1,53,439,23,6,0
17730,15,1,19,278,0,7,0
201182,6,2,27,459,16,6,0
32457,8,1,17,145,17,6,0
106598,12,1,3,124,0,7,0
108803,18,1,32,121,0,7,0
71776,21,1,27,128,23,6,0
31267,2,1,53,469,23,6,0
9946,1,1,19,134,23,6,0
126581,14,1,19,442,17,6,0
38265,2,1,13,477,23,6,0
167698,18,1,8,121,16,6,0
76541,15,1,19,430,22,6,0
44139,12,1,19,245,17,6,0
131001,24,1,19,178,17,6,0
169912,8,1,27,145,16,6,0
119347,3,1,28,19,23,6,0
101909,2,1,18,477,17,6,0
3162,18,1,19,121,22,6,0
86231,18,1,19,439,18,6,0
112243,15,1,19,245,0,7,0
10759,28,1,13,135,22,6,0
45781,15,1,15,245,17,6,0
50437,88,3032,607,347,17,6,0
79909,2,1,19,452,17,6,0
74469,3,1,20,379,23,6,0
119848,1,1,8,137,22,6,0
56166,12,1,46,178,16,6,0
48240,3,1,14,424,16,6,0
105475,15,1,6,3,23,6,0
145549,23,1,13,153,23,6,0
178851,2,2,37,205,22,6,0
29874,15,1,35,245,21,6,0
4779,14,1,2,134,23,6,0
46266,15,1,19,480,19,6,0
24252,18,3032,607,107,17,6,0
100149,9,1,19,334,23,6,0
77314,12,1,47,481,23,6,0
103224,3,1,30,137,16,6,0
11926,9,1,6,134,0,7,0
100959,15,1,23,3,16,6,0
196137,9,1,22,134,17,6,0
67037,18,1,19,107,22,6,0
94386,12,1,13,245,16,6,0
9181,8,1,19,145,23,6,0
59245,3,1,19,173,23,6,0
179295,2,1,13,219,23,6,0
53013,12,1,13,265,22,6,0
94404,18,3032,607,107,22,6,0
131172,1,1,19,134,0,7,0
114220,20,2,13,259,16,6,0
15382,28,1,17,135,20,6,0
4919,15,1,17,140,19,6,0
82156,2,1,19,122,23,6,0
86845,14,1,13,401,23,6,0
1261,2,1,13,469,23,6,0
34610,11,1,9,487,17,6,0
201091,3,1,53,480,17,6,0
28324,17,1,19,280,17,6,0
40317,3,1,13,280,16,6,0
99199,3,1,19,480,20,6,0
11582,9,1,13,232,17,6,0
108852,27,1,25,122,23,6,0
131812,3,1,13,480,17,6,0
194289,33,3032,607,347,18,6,0
64612,12,1,17,140,18,6,0
184875,18,1,25,134,19,6,0
165885,3,1,41,205,23,6,0
52660,9,1,20,134,16,6,0
73516,15,1,40,3,17,6,0
178492,15,1,19,265,21,6,0
42207,2,1,19,212,17,6,0
87778,1,1,13,134,20,6,0
191691,3,1,19,480,17,6,0
62379,9,2,17,215,23,6,0
14615,2,1,47,205,18,6,0
73279,12,1,22,178,23,6,0
119289,27,1,2,153,22,6,0
105587,2,1,10,477,17,6,0
191797,3,1,13,280,16,6,0
99075,15,1,13,430,0,7,0
211412,18,3032,607,107,21,6,0
47793,24,1,19,105,16,6,0
125409,3,1,13,182,19,6,0
48546,14,1,19,439,22,6,0
19248,25,1,18,259,16,6,0
57861,3,1,13,137,23,6,0
101981,15,1,25,259,16,6,0
148508,15,1,47,130,16,6,0
72000,2,1,35,219,22,6,0
102863,9,1,15,134,22,6,0
2382,2,1,17,435,22,6,0
139741,26,1,19,266,17,6,0
210335,3,1,13,442,23,6,0
109361,3,1,25,480,20,6,0
161084,15,1,18,245,16,6,0
172227,12,1,13,265,21,6,0
110592,18,1,17,121,23,6,0
77328,9,1,13,134,17,6,0
41432,9,1,17,215,23,6,0
72422,9,1,19,134,21,6,0
49747,12,1,19,481,23,6,0
113895,2,1,53,219,23,6,0
116506,64,1,10,459,23,6,0
18721,3,1,19,409,16,6,0
89262,15,1,13,315,23,6,0
80331,6,1,13,125,23,6,0
17565,18,1,19,121,17,6,0
70576,8,1,19,145,23,6,0
148901,23,1,19,153,16,6,0
41542,15,1,19,245,23,6,0
212449,15,1,17,278,0,7,0
65737,18,1,13,121,16,6,0
35676,3,1,14,135,16,6,0
32453,24,1,13,105,18,6,0
194289,18,1,19,439,18,6,0
159761,2,1,20,364,17,6,0
78707,21,1,19,128,19,6,0
871,15,1,12,3,18,6,0
120546,12,1,13,178,23,6,0
115821,1,2,25,134,22,6,0
124651,23,1,18,153,16,6,0
82214,18,1,19,121,17,6,0
209051,3,1,19,280,16,6,0
119638,14,1,40,401,17,6,0
44327,18,1,16,121,21,6,0
95766,9,1,23,232,16,6,0
201182,15,1,17,3,20,6,0
31425,20,1,18,259,16,6,0
55876,2,1,19,364,23,6,0
42139,2,1,13,477,16,6,0
73487,3,1,19,409,23,6,0
83616,12,1,27,140,16,6,0
1863,12,1,19,178,20,6,0
88935,15,1,13,379,23,6,0
17390,9,1,6,134,22,6,0
53454,11,1,19,122,18,6,0
6723,9,1,25,215,21,6,0
29140,3,1,12,424,20,6,0
44725,9,1,19,215,23,6,0
66742,2,1,19,469,16,6,0
35008,45,1,20,411,19,6,0
29377,12,1,17,265,16,6,0
206093,1,1,28,113,19,6,0
119760,15,1,25,245,17,6,0
74497,64,1,19,459,17,6,0
16032,1,1,13,153,17,6,0
83340,18,1,19,107,17,6,0
17422,12,1,19,245,18,6,0
123979,18,1,13,121,0,7,0
182382,14,1,13,349,23,6,0
39350,3,1,32,480,0,7,0
3994,1,1,13,134,17,6,0
63942,21,1,15,128,16,6,0
36934,3,1,19,115,23,6,0
122429,18,1,12,439,23,6,0
79182,1,1,19,134,16,6,0
52258,12,1,26,245,22,6,0
61727,3,1,13,489,19,6,0
13331,24,1,53,105,23,6,0
123757,18,1,19,107,17,6,0
89253,12,1,13,140,21,6,0
96902,26,1,19,266,20,6,0
5348,13,1,25,469,17,6,0
144222,64,1,9,459,18,6,0
66940,3,1,25,19,23,6,0
115938,1,1,16,134,22,6,0
194308,15,1,41,245,22,6,0
106043,2,1,47,435,23,6,0
93404,14,1,19,379,22,6,0
118252,24,1,19,105,20,6,0
125222,8,2,66,145,23,6,0
93587,2,1,13,377,18,6,0
176837,18,3032,607,449,21,6,0
148141,3,1,19,480,16,6,0
135003,64,1,19,459,16,6,0
201182,12,1,19,328,23,6,0
92907,9,1,19,442,17,6,0
103208,18,1,19,134,22,6,0
18648,3,1,19,489,23,6,0
48615,15,1,9,245,17,6,0
123759,25,1,18,259,16,6,0
44536,12,1,19,245,17,6,0
31015,3,1,18,480,0,7,0
39107,12,1,19,265,0,7,0
102231,12,1,19,124,17,6,0
42056,8,1,18,145,0,7,0
200013,6,1,13,125,23,6,0
637,1,1,19,150,17,6,0
92735,18,1,22,121,16,6,0
52676,25,1,13,259,22,6,0
5314,8,1,13,145,17,6,0
5314,3,1,41,137,17,6,0
162889,9,1,13,134,16,6,0
55763,12,1,17,265,16,6,0
122411,3,1,18,442,19,6,0
21249,3,1,19,452,0,7,0
126230,11,1,35,122,23,6,0
65813,9,1,8,442,17,6,0
111025,14,1,19,489,23,6,0
138573,3,1,41,30,23,6,0
146625,3,1,19,280,16,6,0
108838,14,1,19,349,22,6,0
186534,18,1,18,107,0,7,0
69449,3,1,19,442,23,6,0
100176,13,1,19,477,23,6,0
71902,2,1,25,477,18,6,0
179493,12,1,19,265,17,6,0
72967,29,1,19,343,21,6,0
21126,15,1,13,412,0,7,0
10392,18,1,14,439,17,6,0
15661,80,3032,607,347,17,6,0
64856,18,1,35,134,23,6,0
44673,9,1,13,232,22,6,0
